publisher,genres,price,developer,release_date
PsychoFlux Entertainment,"['Action', 'Indie', 'RPG', 'Early Access']",9.99,GlassCats,2017-05-05
FIVE-BN GAMES,"['Adventure', 'Casual']",6.99,FIVE-BN GAMES,2017-05-03
Big Fish Games,"['Adventure', 'Casual']",9.99,Mad Head Games,2017-05-03
ErayTek,"['Indie', 'Strategy']",2.99,ErayTek,2017-05-03
Super God,"['Action', 'Adventure', 'Indie']",4.99,Super God,2017-05-03
Ubisoft,"['Action', 'Sports']",11.99,"Ubisoft Annecy,Ubisoft Montpellier,Ubisoft Kiev",2017-05-03
"XSEED Games, Marvelous USA, Inc.",['RPG'],29.99,Nihon Falcom,2017-05-03
GAMES FOR HUMANS,"['Action', 'Casual', 'Indie']",0.99,GAMES FOR HUMANS,2017-05-03
My Owl Software,"['Action', 'Indie']",6.99,My Owl Software,2017-05-03
Interplay Entertainment Corp.,"['Action', 'Simulation']",9.99,BioWare,1996-09-30
FeelThere,"['Indie', 'Simulation']",24.99,FeelThere,2017-05-03
N3V Games,['Simulation'],7.99,N3V Games,2017-05-03
Devolver Digital,"['Adventure', 'Casual', 'Indie']",2.99,Jake Hollands,2017-05-03
N3V Games,['Simulation'],39.99,N3V Games,2017-05-03
Zanardi and Liza,"['Action', 'Indie']",0.99,Zanardi and Liza,2017-04-22
Blaiz Entertainment,"['Action', 'Indie', 'Strategy']",2.99,Blaiz Entertainment,2017-04-27
Broken Arms Games Pty Ltd,"['Action', 'Indie']",9.99,Broken Arms Games Pty Ltd,2017-05-04
Fatshark,"['Action', 'Indie']",6.99,Fatshark,2017-05-04
Panoramik Inc,"['Adventure', 'Free to Play']",11.99,Avallon Alliance,2017-05-04
Leaning Tower Studio,"['Casual', 'Indie']",1.99,Leaning Tower Studio,2017-05-04
Alpha72 Games,"['Action', 'Racing']",2.99,Alpha72 Games,2007-04-09
ArcaneRaise,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",3.99,Arcane Raise,2017-05-01
ArcaneRaise,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",3.99,Arcane Raise,2017-05-01
ArcaneRaise,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",3.99,Arcane Raise,2017-05-01
ArcaneRaise,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",3.99,Arcane Raise,2017-05-01
ArcaneRaise,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2.99,Arcane Raise,2017-05-02
Square Enix,"['Action', 'RPG']",13.99,Square Enix,2017-05-02
ArcaneRaise,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",3.99,Arcane Raise,2017-05-01
ArcaneRaise,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",0.99,Arcane Raise,2017-05-01
ArcaneRaise,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",3.99,Arcane Raise,2017-05-01
Activision,"['Action', 'Adventure']",3.99,Infinity Ward,2017-05-02
Fastbird Dev Studio,"['Action', 'Indie', 'RPG', 'Simulation', 'Strategy']",3.99,Fastbird Dev Studio,2017-05-02
White Giant RPG Studios,"['Indie', 'RPG']",9.99,White Giant RPG Studios,2017-06-01
Throwback Entertainment Inc.,['Racing'],7.99,Acclaim Cheltenham,1998-11-17
"Shanghai JingCai Computer Software Development Co., Ltd","['Adventure', 'RPG', 'Simulation', 'Strategy']",Free To Play,"Shanghai JingCai Computer Software Development Co., Ltd",2017-04-19
Three Brothers Games,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",9.99,Three Brothers Games,2017-05-01
Tuttifrutti Interactive,"['Adventure', 'Casual', 'Indie']",9.99,Tuttifrutti Interactive,2017-05-01
AGM PLAYISM,"['Action', 'Indie', 'Simulation']",4.99,Project ICKX,2017-04-28
"Carbomb Software, Nova Dimension","['Action', 'Adventure', 'Indie', 'RPG']",17.99,Carbomb Software,2017-04-27
Dovetail Games,['Simulation'],4.99,virtualRailroads,2017-04-28
Dovetail Games,['Simulation'],4.99,virtualRailroads,2017-04-28
Dovetail Games,['Simulation'],4.99,virtualRailroads,2017-04-28
Reine Works,"['Adventure', 'Casual', 'Indie']",10.96,Reine Works,2017-04-28
Reine Works,['Indie'],1.99,Reine Works,2017-04-28
Reine Works,"['Adventure', 'Casual', 'Indie']",2.99,Reine Works,2017-04-28
Big Way,"['Action', 'Adventure', 'Indie']",9.99,Big Way Games,2017-04-28
Big Way,"['Action', 'Adventure', 'Indie']",3.99,Big Way Games,2017-04-28
Reine Works,"['Adventure', 'Casual', 'Indie']",2.99,Reine Works,2017-04-28
Reine Works,"['Adventure', 'Casual', 'Indie']",2.99,Reine Works,2017-04-28
ThinkFast Studio,"['Casual', 'Indie']",9.99,ThinkFast Studio,2017-04-28
Dovetail Games - Flight,['Simulation'],18.99,Chris Bell - Creative Design Studios,2017-04-28
Choice of Games,"['Adventure', 'Indie', 'RPG']",0.99,Choice of Games,2017-04-28
"Strength in Numbers Studios, Inc","['Action', 'Casual', 'Indie', 'Sports']",4.99,"Strength in Numbers Studios, Inc",2017-04-26
@unepic_fran,"['Action', 'Adventure', 'Casual', 'Indie']",1.99,@unepic_fran,2017-04-28
KISS ltd,"['Adventure', 'Indie', 'Strategy']",14.99,Sunlight Games,2017-04-28
Big Fish Games,"['Adventure', 'Casual']",9.99,ERS G studios,2017-04-28
Phat Phrog Studios,"['Action', 'Casual', 'Indie']",0.99,ColloseusX,2017-04-28
Phat Phrog Studios,"['Action', 'Casual', 'Indie']",1.99,ColloseusX,2017-04-28
Phat Phrog Studios,"['Action', 'Casual', 'Indie']",2.99,ColloseusX,2017-04-28
Phat Phrog Studios,"['Action', 'Casual', 'Indie', 'Early Access']",1.99,ColloseusX,2017-04-28
Post Mortem Pixels,"['Action', 'Indie', 'Strategy']",4.99,Post Mortem Pixels,2017-04-28
Sekai Project,"['Action', 'Adventure', 'Casual']",29.99,Frontwing,2017-04-28
MangaGamer,['Adventure'],7.99,07th Expansion,2017-04-28
AL-GAME,"['Action', 'Indie']",1.99,AL-GAME,2017-04-28
Warfare Studios,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2.99,Warfare Studios,2017-04-28
Arcane Architect,"['Design &amp; Illustration', 'Early Access']",9.99,Arcane Architect,2017-04-28
CloudWeight Studios,"['Indie', 'Massively Multiplayer', 'Racing', 'Simulation', 'Early Access']",19.99,CloudWeight Studios,2017-04-28
SimonCreative,"['Adventure', 'Indie']",19.99,"Storia,Narrator,SimonCreative",2017-04-28
BAD team,"['Adventure', 'Indie']",4.99,BAD team,2017-04-30
rupiwood,"['Adventure', 'Casual', 'Indie']",2.99,rupiwood,2017-04-30
BAD team,"['Adventure', 'Indie']",0.99,BAD team,2017-05-01
RuVe Game Studio,"['Action', 'Adventure', 'Indie']",4.99,RuVe Game Studio,2017-05-01
WRGenesis,"['Action', 'Indie', 'Massively Multiplayer']",0.99,Wioleta Moniuszko,2017-04-28
Forever Entertainment S. A.,"['Action', 'Casual', 'Indie']",1.99,SOCO Games,2017-04-28
Mango Protocol,"['Adventure', 'Indie']",2.99,Mango Protocol,2017-04-27
Logic Artists,"['Indie', 'RPG', 'Strategy']",29.99,Logic Artists,2017-04-27
Jason Chalky,"['Action', 'Adventure', 'Casual', 'Indie']",0.99,"Jason Chalky,Timothy Janssen,Jesse Mangano,Chris Aguilar,Brad Fairley,Andy Montgomery,Jacob Travis",2017-04-27
Artifex Mundi,"['Adventure', 'Casual']",9.99,Brave Giant LTD,2017-04-27
Vladimir Maslov,"['Casual', 'Indie']",1.99,Vladimir Maslov,2017-04-27
PolyDigital,"['Indie', 'Sports']",5.99,PolyDigital,2017-04-27
THQ Nordic,"['Action', 'Adventure', 'Casual', 'Indie']",19.99,"Blue Tongue Entertainment,Blitworks",2017-04-27
Crema,"['Action', 'Indie']",19.95,Crema,2017-04-25
Armor Games Studios,"['Adventure', 'Casual', 'Indie']",14.99,Thomas Brush,2017-04-24
Annapurna Interactive,"['Adventure', 'Indie']",19.99,Giant Sparrow,2017-04-24
CI Games,['Action'],19.99,CI Games,2017-04-25
Gameforge 4D GmbH,"['Action', 'Adventure', 'Free to Play', 'Sports', 'Strategy']",19.99,"Dragonfly GF Co., LTD",2017-04-25
Lightbulb Crew,"['Action', 'Free to Play', 'Strategy']",79.99,Lightbulb Crew,2017-04-25
Lightbulb Crew,"['Action', 'Free to Play', 'Strategy']",24.99,Lightbulb Crew,2017-04-25
Lightbulb Crew,"['Action', 'Free to Play', 'Strategy']",Free To Play,Lightbulb Crew,2017-04-25
Sacada,"['Casual', 'Strategy']",1.99,Sacada,2017-04-25
Lightbulb Crew,"['Action', 'Free to Play', 'Strategy']",9.99,Lightbulb Crew,2017-04-25
Rimlight Studios,"['Action', 'Indie']",4.99,Rimlight Studios,2017-04-25
"Jonas De Carvalho Felinto, Marcelo Eduardo Cabral","['Action', 'Adventure', 'Casual', 'Indie']",3.99,"Jonas De Carvalho Felinto,Marcelo Eduardo Cabral",2017-04-26
The Cursed Revolver,"['Action', 'Indie', 'Early Access']",2.99,The Cursed Revolver,2017-04-25
"H2 Interactive Co., Ltd.",['Action'],39.99,Arc System Works,2017-04-26
Dovetail Games - Trains,['Simulation'],19.99,Milepost Simulations,2017-04-26
Tall Story Studios,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",5.99,Tall Story Studios,2017-04-25
None,"['Action', 'Adventure', 'Indie', 'RPG']",9.99,Faux-Operative Games,2017-04-26
IMGN.PRO,"['Adventure', 'Indie', 'Simulation']",Free,Sleepless Clinic,2017-04-25
United Soft Media,['Strategy'],Free To Play,Exozet,2017-04-25
Arcade Coin,"['Action', 'Adventure', 'Indie', 'Early Access']",9.99,Andrew Smith,2017-10-06
Nikita Kaf,['Indie'],Free,Nikita Kaf,2017-04-24
KoheiGallery,['Indie'],4.99,KoheiGallery,2017-04-23
Amaterasu Software,"['Action', 'Adventure', 'Casual', 'Indie']",0.99,Amaterasu Software,2017-04-23
KFriske Studios,"['Action', 'Indie']",0.99,KFriske Studios,2017-04-07
Indovers Studio,"['Indie', 'Simulation']",Free,EasyWays Team,2017-03-20
PlayWay S.A.,"['Racing', 'Simulation']",0.99,Red Dot Games,2017-04-24
CI Games,['Action'],49.99,CI Games,2017-04-24
Tonguç Bodur,"['Adventure', 'Casual', 'Indie']",1.99,Tonguç Bodur,2017-04-24
Colossal Wreck,"['Casual', 'Indie', 'Simulation', 'Strategy']",8.99,Colossal Wreck,2017-04-24
"NIS America, Inc.",['Adventure'],39.99,"MAGES. Inc.,5pb.",2017-04-24
Big Fish Games,"['Adventure', 'Casual']",9.99,Mariaglorum,2017-04-24
Clickteam,"['Animation &amp; Modeling', 'Education', 'Utilities', 'Web Publishing']",49.99,Clickteam,2017-04-24
Class-X Games,"['Casual', 'Indie', 'Strategy']",2.99,Class-X Games,2017-04-27
Activision,['Action'],14.99,"Raven Software,Beenox",2017-04-21
Back To Basics Gaming,"['Action', 'Casual', 'Indie', 'Simulation']",Free,"hyperboreanGames,Svarog Studios",2017-04-24
NCH Software,"['Animation &amp; Modeling', 'Design &amp; Illustration']",39.99,NCH Software,2017-04-21
Aldorlea Games,"['Adventure', 'Casual', 'Indie', 'RPG']",6.99,Valkyria Games,2017-04-21
Crepe Studios,"['Casual', 'Indie']",4.99,Crepe Studios,2017-04-20
Degica,"['Adventure', 'Casual', 'Indie']",9.99,Child-Dream,2017-04-20
DXF Games,"['Adventure', 'Indie']",2.99,DXF Games,2017-04-20
Cornutopia Software,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",14.99,Cornutopia Software,2017-04-21
"GameTrust Games, Ready At Dawn",['Action'],29.99,Ready At Dawn,2017-04-20
Aerosoft GmbH,['Simulation'],15.99,"Aerosoft GmbH,Stairport Sceneries",2017-04-21
Aerosoft GmbH,['Simulation'],17.99,SimTeam,2017-04-21
"CINEMAX, s.r.o.",['Audio Production'],Free,"CINEMAX, s.r.o.",2017-04-21
Dovetail Games,['Simulation'],4.99,Matrix Trains,2017-04-21
Dovetail Games,['Simulation'],4.99,Matrix Trains,2017-04-21
Dovetail Games,['Simulation'],4.99,Matrix Trains,2017-04-21
Dovetail Games,['Simulation'],4.99,Matrix Trains,2017-04-21
"David OReilly, Double Fine Presents","['Casual', 'Indie', 'RPG', 'Simulation']",14.99,David OReilly,2017-04-21
Microids,['Adventure'],12.99,Microids,2017-04-20
Degica,"['Design &amp; Illustration', 'Web Publishing']",9.99,"KADOKAWA,Yoji Ojima",2017-04-20
Interplay Entertainment Corp.,['Strategy'],9.99,Interplay Entertainment Corp.,1988-06-01
Degica,"['Design &amp; Illustration', 'Web Publishing']",9.99,"KADOKAWA,Yoji Ojima,Sherman3D",2017-04-20
"Double Coconut, WhisperGames","['Adventure', 'Casual', 'Indie']",3.99,Koreez,2017-04-19
Evil Twin Artworks,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",29.99,Evil Twin Artworks,2017-04-19
Amaterasu Software,['RPG'],0.99,Amaterasu Software,2017-04-19
Dovetail Games - Trains,['Simulation'],19.99,Bossman Games,2017-04-20
Dovetail Games - Flight,['Simulation'],34.99,Toposim,2017-04-20
Ripstone,"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",1.99,VooFoo Studios,2017-04-20
"WhisperGames, Deck13",['Indie'],0.99,Dragon Whisper Game,2017-04-20
Big Fish Games,"['Adventure', 'Casual']",9.99,Elephant Games,2017-04-19
Strategy First,['Simulation'],9.99,Totem Games,2017-04-19
Robot Entertainment,"['Action', 'Free to Play', 'Strategy']",Free to Play,Robot Entertainment,2017-04-19
tinyBuild,"['Action', 'Adventure', 'Indie']",4.99,"Oleg Sergeev,Andrey Rumak,Do My Best",2017-04-19
Blue Sunset Games,"['Action', 'Casual', 'Indie']",4.99,Blue Sunset Games,2017-04-19
Artery Games,"['Action', 'Indie']",9.99,Artery Games,2017-04-19
Hudell Tales,"['Casual', 'RPG', 'Simulation', 'Early Access']",13.99,Hudell Tales,2017-04-21
HeR Interactive,['Adventure'],6.99,HeR Interactive,2001-11-01
ONEVISION GAMES,"['Adventure', 'Casual', 'Indie', 'Early Access']",20.0,ONEVISION GAMES,2017-04-18
Foolish Mortals Games,"['Adventure', 'Casual', 'Indie']",4.99,Foolish Mortals Games,2017-05-01
Fancy Fish Games,"['Adventure', 'Indie']",11.99,Fancy Fish Games,2017-04-18
"KOEI TECMO GAMES CO., LTD.",['Strategy'],19.99,"KOEI TECMO GAMES CO., LTD.",2017-04-18
"KOEI TECMO GAMES CO., LTD.",['RPG'],12.99,"KOEI TECMO GAMES CO., LTD.",2017-04-18
"KOEI TECMO GAMES CO., LTD.",['RPG'],12.99,"KOEI TECMO GAMES CO., LTD.",2017-04-18
Dogenzaka Lab,['Adventure'],29.99,OperaHouse Corporation,2017-04-18
Sierra,"['Simulation', 'Strategy']",5.99,Yosemite Entertainment,1998-06-30
Activision,"['Action', 'Simulation']",9.99,Sierra,2001-10-10
Tribute Games Inc.,"['Action', 'Adventure', 'Indie']",14.99,Tribute Games Inc.,2017-04-18
Pragmatix Ltd,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",Free To Play,Pragmatix Ltd,2017-04-18
Axyos Games,"['Action', 'Adventure', 'Casual', 'Indie']",4.99,Axyos Games,2017-04-18
AEY Inc.,"['Adventure', 'Indie']",4.99,Paper Pirates,2017-04-18
Anawiki Games,"['Casual', 'Indie']",7.99,Anawiki Games,2017-04-18
Aerosoft GmbH,['Simulation'],14.99,XYZ Visuals,2017-04-18
Pixelatto,"['Design &amp; Illustration', 'Utilities']",19.99,Pixelatto,2017-04-17
Focus Home Interactive,"['Action', 'Adventure', 'Indie', 'RPG']",29.99,Enigami,2017-04-18
Trion Worlds,"['Free to Play', 'Massively Multiplayer', 'RPG']",39.99,Trion Worlds,2017-04-18
Dagestan Technology,"['Action', 'Casual', 'Indie', 'Early Access']",0.99,Grizlikyt,2017-04-18
Capcom,['Action'],19.99,"Capcom,Digital Eclipse",2017-04-18
Focus Home Interactive,"['Action', 'Adventure', 'Indie', 'RPG']",Free,Enigami,2017-04-18
Adam DeLease,"['Action', 'Adventure', 'Indie']",2.99,Adam DeLease,2017-04-18
EPICBEYOND Studios,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",8.99,EPICBEYOND Studios,2017-04-14
Mystery Egg Games,"['Action', 'Indie']",4.99,Mystery Egg Games,2017-03-31
Sekai Project,"['Casual', 'Free to Play', 'Simulation']",Free To Play,Fallen Snow Studios,2017-04-14
OC Game Studio,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation']",4.99,OC Game Studio,2016-11-18
Aldorlea Games,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",1.99,Warfare Studios,2017-04-14
GameChanger Studio,"['Casual', 'Indie']",0.99,Gambreng Games,2017-04-14
Siberian Digital,['Indie'],5.99,Nikita Kaf,2017-04-17
marnamai,"['Action', 'Free to Play']",Free,marnamai,2017-04-17
Obi-Wanya,"['Action', 'Indie']",1.99,Obi-Wanya,2017-04-17
Interplay Entertainment Corp.,"['Action', 'Adventure', 'Strategy']",9.99,Monolith Productions,1998-10-15
MoYi Technology,['Action'],Free To Play,MoYi Technology,2017-03-16
Big Fish Games,"['Adventure', 'Casual']",6.99,Ghost Ship Studios,2017-04-17
Dagestan Technology,"['Action', 'Indie', 'RPG']",2.99,Spectrum Games,2017-04-17
JMJ Interactive,"['Action', 'Indie']",Free,JMJ Interactive,2017-04-17
Degica,"['Design &amp; Illustration', 'Web Publishing']",7.99,KADOKAWA,2017-04-17
Degica,"['Design &amp; Illustration', 'Web Publishing']",4.99,KADOKAWA,2017-04-17
Degica,"['Design &amp; Illustration', 'Web Publishing']",17.99,"KADOKAWA,Celianna",2017-04-17
Degica,"['Design &amp; Illustration', 'Web Publishing']",6.99,KADOKAWA,2017-04-17
Degica,"['Design &amp; Illustration', 'Web Publishing']",13.99,Murray Atkinson,2017-04-17
starmops,"['Action', 'Adventure', 'Casual', 'Indie']",0.99,"KxONE,Andrew Drumov,starmops",2017-04-17
5th Planet Games,"['Free to Play', 'Massively Multiplayer', 'RPG']",Free To Play,5th Planet Games,2017-04-17
"Strength in Numbers Studios, Inc","['Action', 'Casual', 'Indie', 'Sports', 'Early Access']",24.99,"Strength in Numbers Studios, Inc",Apr 2017
"KOEI TECMO GAMES CO., LTD.",['Action'],19.99,"Team NINJA,KOEI TECMO GAMES CO., LTD.",2017-04-17
AAG Studio,"['Action', 'Indie']",4.99,N94Games,2017-04-13
"Ogre Head Studio, Coconut Island Games, Dangen Entertainment","['Action', 'Indie']",9.99,Ogre Head Studio,2017-04-13
Big Fun Games,['Strategy'],5.99,Big Fun Games,2017-04-14
Specialbit Studio,"['Adventure', 'Casual', 'Indie']",6.99,Specialbit Studio,2017-04-14
Ogre Head Studio,"['Action', 'Indie']",0.99,Ogre Head Studio,2017-04-14
Chess no choke games,"['Action', 'Adventure', 'Casual', 'Indie']",0.99,Outcorp,2017-04-12
Outcorp,"['Casual', 'Indie']",0.99,Outcorp,2017-04-12
VGstudio,"['Action', 'Racing', 'Simulation', 'Sports']",4.99,VGstudio,2017-04-12
DoubtfulSoup,"['Casual', 'Indie', 'Strategy']",1.99,DoubtfulSoup,2017-04-12
GSC Game World,['Strategy'],7.99,GSC Game World,2017-04-12
VGstudio,"['Action', 'Racing', 'Simulation', 'Sports']",2.99,VGstudio,2017-04-12
Fishcow Studio,"['Action', 'Adventure', 'Indie', 'RPG']",9.99,Fishcow Studio,2017-04-12
Nik Nak Studios,"['Action', 'Indie', 'RPG', 'Early Access']",9.99,Nik Nak Studios,2017-05-23
SimWare Simulations,['Simulation'],24.99,ExViRe,2017-04-13
ByteRockers' Games,"['Action', 'Indie', 'Strategy']",1.99,ByteRockers' Games,2017-04-13
EvilCoGames,"['Adventure', 'Casual', 'Indie']",Free,EvilCoGames,2017-04-13
Sekai Project,"['Adventure', 'Casual', 'Indie']",9.99,Bionic Penguin,2017-04-18
D3 PUBLISHER,['Adventure'],34.99,"Red Entertainment,LANTERN ROOMS",2017-04-12
Phat Phrog Studios,"['Adventure', 'Casual', 'Indie']",0.99,ColloseusX,2017-04-11
André Bertaglia,"['Action', 'Indie']",0.99,André Bertaglia,2017-04-12
HexWar Games,['Strategy'],Free,HexWar Games,2017-04-12
Powerhoof,"['Action', 'Indie', 'RPG']",14.99,Powerhoof,2017-04-11
"KOEI TECMO GAMES CO., LTD.",['Action'],1.99,"KOEI TECMO GAMES CO., LTD.",2017-04-11
Nikita Online,"['Free to Play', 'Massively Multiplayer', 'Simulation']",Free To Play,Nikita Online,2012-08-22
Aerosoft GmbH,['Simulation'],34.99,Globall Art,2017-04-11
Gearbox Publishing,"['Action', 'Adventure']",39.99,People Can Fly,2017-04-07
SkyRiver Studios,"['Action', 'Indie', 'RPG']",Free to Play,SkyRiver Studios,2017-04-07
Milkstone Studios,"['Action', 'Adventure', 'Indie', 'Strategy']",9.99,Milkstone Studios,2017-04-07
Digerati Distribution,"['Action', 'Indie']",1.99,Nerdook Productions,2017-04-07
StarSystemStudios™,"['Adventure', 'Casual', 'Indie', 'RPG']",4.99,StarSystemStudios™,2017-04-07
HFM Games,"['Action', 'Indie']",3.99,HFM Games,2017-04-07
2Play,"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",14.99,"2Play,Prasius",2017-04-07
Interplay Entertainment Corp.,"['Action', 'Strategy']",9.99,Interplay Entertainment Corp.,1998-07-31
Quiet River,"['Casual', 'Indie']",0.99,Quiet River,2017-04-06
Battlecruiser Games,"['Indie', 'Strategy', 'Early Access']",14.99,Battlecruiser Games,2017-04-06
Paradox Interactive,"['Simulation', 'Strategy']",19.99,Paradox Development Studio,2017-04-06
Kraken Bit,"['Action', 'Casual', 'Indie']",4.99,Kraken Bit,2017-04-06
Daedalic Entertainment,"['Adventure', 'Indie']",9.99,Denis Galanin (mif2000),2017-04-06
Paradox Interactive,"['Simulation', 'Strategy']",19.99,Paradox Development Studio,2017-04-05
Paradox Interactive,"['Simulation', 'Strategy']",10.99,Paradox Development Studio,2017-04-05
AmberTail,"['Action', 'Adventure']",0.99,AmberTail,2017-04-05
Dovetail Games,['Simulation'],4.99,Eisenbahnwerk,2017-04-05
Iceflake Studios,"['Indie', 'Racing', 'Sports']",11.99,Iceflake Studios,2017-04-05
Dovetail Games,['Simulation'],4.99,Skyhook Games,2017-04-05
Iceflake Studios,['Racing'],3.99,Iceflake Studios,2017-04-05
Dovetail Games,['Simulation'],4.99,Skyhook Games,2017-04-05
Tizona Interactive,"['Adventure', 'Indie']",5.99,Fosfatina Ediciones,2017-04-05
Yacht Club Games,"['Action', 'Adventure', 'Indie']",9.99,Yacht Club Games,2017-04-05
Three Frog Studios,"['Action', 'Casual', 'Indie']",6.99,Three Frog Studios,2017-04-05
Cloudhead Games ltd.,"['Adventure', 'Indie']",Free,Cloudhead Games ltd.,2017-04-05
b-alive gmbh,"['Casual', 'Indie', 'Simulation', 'Strategy']",5.99,b-alive gmbh,2017-04-05
Dicesuki,"['Free to Play', 'Indie', 'Simulation']",Free To Play,Dicesuki,2017-04-05
Big Fish Games,"['Adventure', 'Casual']",9.99,Elephant Games,2017-04-06
Ithaqua Labs,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",Free,Ithaqua Labs,2016-02-09
Devolver Digital,"['Casual', 'Indie', 'Simulation', 'Sports', 'Early Access']",4.99,Cryptic Sea,2017-04-06
"MAGES. Inc., 5pb",['Action'],14.99,"MAGES. Inc.,5pb",2017-04-07
BWGames,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2.99,BWGames,2017-03-30
Xorcerox,"['Adventure', 'Casual', 'Indie', 'Simulation']",0.99,Xorcerox,2017-04-06
Ara Interactive,"['Indie', 'Racing', 'Simulation', 'Sports']",4.99,Ara Interactive,2017-04-06
Rusto,"['Action', 'Indie', 'Simulation', 'Sports', 'Early Access']",9.99,Rusto,2017-04-07
Play Publishing,"['Casual', 'Indie', 'Simulation']",2.99,Play Publishing,2017-04-07
Nathan Meunier,"['Indie', 'Strategy']",4.99,Nathan Meunier,2017-04-07
3GoGames,"['Indie', 'Sports']",7.99,3GoGames,2017-04-07
Jetdogs Studios,"['Adventure', 'Casual']",11.99,Artogon,2017-04-07
Lord Kres,"['Adventure', 'Casual', 'Early Access']",3.99,Lord Kres,2015-03-19
